record,score,price,state,variety
17131,87,16,California,Sauvignon Blanc
17132,87,21,Oregon,Tempranillo
17133,87,20,California,Sauvignon Blanc
17134,87,28,California,Sauvignon Blanc
17135,87,125,Oregon,Cabernet Sauvignon
17136,87,36,California,Chardonnay
17137,87,30,New York,Riesling
17138,86,12,Oregon,Pinot Gris
17139,86,21,Washington,Chardonnay
17140,86,18,California,Zinfandel
17141,86,50,Oregon,Lagrein
17142,86,42,California,Cabernet Sauvignon
17143,86,16,California,Sauvignon Blanc
17144,86,65,California,Merlot
17145,86,10,California,Pinot Grigio
17146,86,9,California,Chardonnay
17147,86,36,Washington,Pinot Noir
17148,94,85,California,Cabernet Sauvignon
17149,94,52,Washington,Cabernet Sauvignon
17150,94,22,Washington,Riesling
17151,94,55,California,Chardonnay
17152,94,30,Washington,Petit Verdot
17153,94,65,Washington,Syrah
17154,94,89,Washington,Cabernet Sauvignon
17155,94,37,Washington,Bordeaux-style Red Blend
17156,94,45,California,Cabernet Sauvignon
17157,94,39,Washington,Bordeaux-style Red Blend
17158,94,58,California,Pinot Noir
17159,94,110,California,Cabernet Sauvignon
17160,94,45,Oregon,Syrah
17161,94,62,California,Pinot Noir
17162,94,85,Oregon,Pinot Noir
17163,94,65,Oregon,Pinot Noir
17164,94,45,Oregon,Pinot Noir
17165,94,48,Oregon,Pinot Noir
17166,94,58,Oregon,Pinot Noir
17167,94,30,Oregon,Viognier
17168,94,68,California,Syrah
17169,94,64,California,Pinot Noir
17170,86,49,Virginia,Petit Verdot
17171,86,50,Texas,Red Blend
17172,86,15,Virginia,Cabernet Franc
17173,86,22,California,Sauvignon Blanc
17174,86,28,Texas,Roussanne
17175,87,19,California,Chardonnay
17176,87,20,Washington,Zinfandel
17177,87,40,California,Cabernet Sauvignon
17178,87,8,Washington,Riesling
17179,87,12,California,Muscat
17180,86,14,California,Rhône-style Red Blend
17181,86,9,California,Grenache
17182,86,10,Washington,Chardonnay
17183,86,18,California,Zinfandel
17184,86,10,Idaho,Syrah
17185,86,25,California,Zinfandel
17186,86,26,California,Cabernet Franc
17187,86,15,Washington,Merlot
17188,86,11,Washington,Cabernet Sauvignon-Merlot
17189,86,30,California,Pinot Noir
17190,86,19,California,Viognier
17191,87,24,Virginia,Chardonnay
17192,87,30,Oregon,Malbec
17193,87,30,Oregon,Chardonnay
17194,87,36,Oregon,Pinot Noir
17195,87,16,California,Sauvignon Blanc
17196,87,55,California,Cabernet Sauvignon
17197,87,40,Oregon,Pinot Noir
17198,87,30,Oregon,Pinot Noir
17199,87,16,Oregon,Pinot Grigio
17200,87,16,Oregon,Riesling
17201,87,22,California,Petit Verdot
17202,87,16,Oregon,White Blend
17203,87,18,California,Viognier
17204,87,17,Oregon,Pinot Noir
17205,87,44,California,Chardonnay
17206,88,33,California,Petite Sirah
17207,88,12,California,Muscat Hamburg
17208,88,45,California,Red Blend
17209,88,23,Washington,Touriga Nacional
17210,88,40,Washington,Mourvèdre
17211,88,,Washington,Cabernet Sauvignon
17212,88,43,California,Red Blend
17213,88,16,California,White Blend
17214,86,50,Oregon,Syrah
17215,86,11,Oregon,White Blend
17216,86,22,Oregon,Bordeaux-style Red Blend
17217,86,15,Oregon,Chardonnay
17218,86,14,California,Red Blend
17219,86,17,California,Chardonnay
17220,86,11,America,Merlot
17221,86,13,America,Pinot Gris
17222,86,15,California,Cabernet Sauvignon
17223,86,28,Oregon,Baco Noir
17224,86,22,Virginia,Vidal Blanc
17225,86,28,California,Pinot Noir
17226,86,40,California,Red Blend
17227,86,24,Virginia,Chardonnay
17228,86,30,California,Cabernet Sauvignon
17229,88,10,California,Sauvignon Blanc
17230,88,58,Oregon,Pinot Noir
17231,88,20,California,Chardonnay
17232,88,50,California,Pinot Noir
17233,88,20,Oregon,Pinot Noir
17234,88,25,California,Pinot Noir
17235,88,45,California,Cabernet Sauvignon
17236,89,40,California,Pinot Noir
17237,89,38,California,Pinot Noir
17238,89,55,Washington,Tempranillo
17239,89,18,Washington,Syrah
17240,89,24,Washington,Red Blend
17241,89,80,California,Cabernet Sauvignon
17242,89,18,Washington,Viognier
17243,89,44,California,Syrah
17244,89,28,Washington,Cabernet Sauvignon
17245,89,28,Washington,Syrah
17246,89,19,California,Chardonnay
17247,89,24,California,Fumé Blanc
17248,89,36,Washington,Syrah
17249,87,40,California,Petit Verdot
17250,87,23,California,Cabernet Sauvignon
17251,87,26,California,Pinot Noir
17252,87,25,California,Rhône-style White Blend
17253,87,18,California,Cabernet Sauvignon
17254,87,22,California,Cabernet Sauvignon
17255,87,24,California,Albariño
17256,87,80,California,Cabernet Sauvignon
17257,87,32,California,Syrah
17258,87,20,California,Red Blend
17259,90,18,New York,Cabernet Franc
17260,90,25,Washington,Rhône-style Red Blend
17261,90,32,Washington,Chardonnay
17262,90,20,New York,Riesling
17263,90,18,California,Rosé
17264,90,30,Washington,Tempranillo
17265,90,16,California,Rosé
17266,90,30,Washington,Riesling
17267,89,18,New York,Riesling
17268,89,18,California,Rosé
17269,89,38,California,Cabernet Franc
17270,89,28,Washington,Malbec
17271,91,20,California,Red Blend
17272,91,49,California,Syrah
17273,91,18,Washington,Riesling
17274,91,40,Washington,Syrah
17275,91,50,Washington,Bordeaux-style Red Blend
17276,91,22,Washington,Riesling
17277,91,35,Washington,Cabernet Sauvignon
17278,91,40,California,Pinot Noir
17279,91,16,New York,Chardonnay
17280,91,20,California,Zinfandel
17281,91,28,Washington,Bordeaux-style Red Blend
17282,88,36,California,Cabernet Sauvignon
17283,88,32,Washington,Merlot
17284,88,75,California,Cabernet Sauvignon
17285,88,30,Washington,Petit Verdot
17286,88,30,California,Zinfandel
17287,88,24,New York,Red Blend
17288,88,54,California,Pinot Noir
17289,88,17,California,Viognier
17290,88,27,California,Zinfandel
17291,88,25,Washington,Cabernet Sauvignon
17292,88,15,New York,Cabernet Franc
17293,88,16,New York,Sauvignon Blanc
17294,88,15,California,Red Blend
17295,88,28,Washington,Bordeaux-style Red Blend
17296,88,32,Washington,Syrah-Petite Sirah
17297,88,25,Washington,Chardonnay
17298,91,90,Oregon,Pinot Noir
17299,91,35,Oregon,Rosé
17300,91,24,California,Chardonnay
17301,91,35,Oregon,Chardonnay
17302,91,48,Oregon,Pinot Noir
17303,91,65,Oregon,Pinot Noir
17304,91,55,Oregon,Pinot Noir
17305,91,18,California,Chardonnay
17306,91,55,Oregon,Pinot Noir
17307,91,48,Oregon,Pinot Noir
17308,91,32,California,Cabernet Sauvignon
17309,91,55,Oregon,Pinot Noir
17310,91,55,Oregon,Pinot Noir
17311,91,32,Oregon,Pinot Noir
17312,91,55,Oregon,Pinot Noir
17313,91,28,Michigan,Chardonnay
17314,89,76,California,Mourvèdre
17315,89,32,California,Zinfandel
17316,89,45,Oregon,Pinot Noir
17317,89,70,Oregon,Pinot Noir
17318,89,39,Oregon,Cabernet Sauvignon
17319,89,16,California,Barbera
17320,89,14,Oregon,Rosé
17321,89,30,Oregon,Pinot Meunier
17322,89,80,Oregon,Pinot Noir
17323,89,22,California,Pinot Blanc
17324,89,,California,Pinot Noir
17325,88,59,California,Syrah-Merlot
17326,88,15,California,Rosé
17327,88,40,California,Pinot Noir
17328,88,18,California,G-S-M
17329,88,13,Oregon,Chardonnay
17330,88,29,California,Red Blend
17331,88,36,California,Zinfandel
17332,88,24,California,Chardonnay
17333,88,25,California,Sauvignon Blanc
17334,88,27,California,Cabernet Sauvignon
17335,88,55,California,Bordeaux-style Red Blend
17336,88,22,Oregon,Pinot Noir
17337,88,29,California,Red Blend
17338,88,48,Oregon,Pinot Noir
17339,88,17,Oregon,Pinot Gris
17340,88,18,Michigan,Riesling
17341,98,85,California,Semillon-Sauvignon Blanc
17342,98,275,California,Cabernet Sauvignon
17343,97,90,California,Syrah
17344,96,45,California,Sémillon
17345,96,165,California,Cabernet Sauvignon
17346,96,89,California,Cabernet Sauvignon
17347,96,250,California,Bordeaux-style Red Blend
17348,96,72,California,Cabernet Sauvignon
17349,95,76,California,Cabernet Sauvignon
17350,95,65,California,Cabernet Sauvignon
17351,95,90,California,Sparkling Blend
17352,95,120,California,Cabernet Sauvignon
17353,95,45,California,Pinot Noir
17354,95,58,Oregon,Pinot Noir
17355,95,125,California,Cabernet Sauvignon
17356,94,75,California,Syrah
17357,94,50,California,Cabernet Sauvignon
17358,94,70,California,Pinot Noir
17359,94,40,California,Pinot Noir
17360,94,125,California,Cabernet Sauvignon
17361,94,55,California,Bordeaux-style Red Blend
17362,85,23,California,Cabernet Sauvignon
17363,85,24,California,Riesling
17364,85,15,California,Chardonnay
17365,85,24,California,Syrah
17366,85,13,California,Chenin Blanc
17367,85,5,California,White Blend
17368,85,60,California,Cabernet Sauvignon
17369,85,28,Oregon,Zinfandel
17370,85,26,California,Sauvignon Blanc
17371,85,14,California,Sauvignon Blanc
17372,85,17,California,Pinot Noir
17373,85,20,Oregon,Pinot Noir
17374,90,59,California,Cabernet Sauvignon
17375,90,32,California,Red Blend
17376,90,50,California,Chardonnay
17377,90,38,California,Petite Sirah
17378,90,25,Washington,Syrah
17379,90,29,California,Sauvignon Blanc
17380,90,32,California,Sauvignon Blanc
17381,90,49,California,Cabernet Sauvignon
17382,90,19,Washington,Riesling
17383,90,15,California,Pinot Noir
17384,90,24,Washington,Rhône-style Red Blend
17385,90,55,Washington,Riesling
17386,89,22,New York,Malbec
17387,89,25,Washington,Chardonnay
17388,89,32,Washington,Malbec
17389,89,35,Washington,Petit Verdot
17390,89,25,Washington,Bordeaux-style Red Blend
17391,87,36,Washington,Tempranillo
17392,87,28,Virginia,Chardonnay
17393,87,26,Virginia,Cabernet Sauvignon
17394,87,40,New York,Riesling
17395,87,20,New York,Riesling
17396,87,18,New York,Sauvignon Blanc
17397,87,15,California,Pinot Noir
17398,87,80,California,Red Blend
17399,87,34,Washington,Meritage
17400,87,30,Washington,Chardonnay
17401,87,65,California,Red Blend
17402,87,28,California,Chardonnay
17403,87,20,California,Merlot
17404,92,30,California,Zinfandel
17405,92,50,Oregon,Pinot Noir
17406,91,35,Oregon,Pinot Noir
17407,91,75,Oregon,Pinot Noir
17408,91,65,California,Bordeaux-style Red Blend
17409,91,40,Oregon,Pinot Noir
17410,91,29,California,Cabernet Sauvignon
17411,91,45,Oregon,Pinot Noir
17412,91,45,California,Petite Sirah
17413,91,45,Oregon,Pinot Noir
17414,91,60,California,Cabernet Sauvignon
17415,88,25,California,Roussanne
17416,87,41,California,Cabernet Sauvignon
17417,87,15,California,Red Blend
17418,87,20,California,Red Blend
17419,87,18,California,Rhône-style Red Blend
17420,87,13,California,Chenin Blanc
17421,87,25,Oregon,Pinot Gris
17422,94,39,Oregon,Zinfandel
17423,94,95,California,Cabernet Sauvignon
17424,94,70,California,Pinot Noir
17425,94,50,California,Chardonnay
17426,94,40,California,Chardonnay
17427,94,36,California,Pinot Noir
17428,94,54,California,Pinot Noir
17429,94,48,Oregon,Pinot Noir
17430,94,70,California,Chardonnay
17431,93,45,California,Pinot Noir
17432,93,30,California,Chardonnay
17433,93,70,California,Pinot Noir
17434,93,47,California,Chardonnay
17435,93,40,California,Charbono
17436,93,35,California,Pinot Noir
17437,93,75,California,Pinot Noir
17438,93,42,California,Pinot Noir
17439,93,125,California,Claret
17440,85,15,California,Petite Sirah
17441,85,12,California,Cabernet Sauvignon
17442,85,40,Oregon,Pinot Noir
17443,85,38,California,Pinot Noir
17444,85,30,California,Petite Sirah
17445,85,20,California,Cabernet Sauvignon
17446,84,50,California,Pinot Noir
17447,88,24,Oregon,Riesling
17448,88,20,California,Moscato
17449,88,22,California,Cabernet Sauvignon
17450,88,18,California,Sauvignon Blanc
17451,88,15,California,Sauvignon Blanc
17452,88,34,California,Chardonnay
17453,88,45,California,Red Blend
17454,88,25,California,Tocai Friulano
17455,88,24,California,Sauvignon Blanc
17456,88,60,California,Cabernet Franc
17457,88,15,California,Pinot Noir
17458,84,19,New York,Riesling
17459,84,16,Washington,Rosé
17460,84,23,California,Zinfandel
17461,84,26,California,Rhône-style Red Blend
17462,83,29,California,Pinot Noir
17463,83,21,California,Sauvignon Blanc
17464,83,28,California,Cabernet Sauvignon
17465,83,15,California,Rosé
17466,83,24,California,Chardonnay
17467,83,28,California,Cabernet Sauvignon
17468,83,12,California,Pinot Noir
17469,83,14,California,Petite Sirah
17470,83,18,California,Sangiovese
17471,83,30,California,Cabernet Franc
17472,83,40,California,Meritage
17473,91,55,Oregon,Pinot Noir
17474,91,20,California,Grenache Blanc
17475,91,47,Oregon,Chardonnay
17476,91,54,California,Cabernet Sauvignon
17477,91,55,California,Red Blend
17478,91,70,Oregon,Pinot Noir
17479,91,32,California,Sauvignon Blanc
17480,91,48,California,Chardonnay
17481,91,35,California,Pinot Noir
17482,91,40,California,Rhône-style Red Blend
17483,91,15,Oregon,Pinot Gris
17484,91,19,California,Viognier
17485,91,50,Oregon,Pinot Noir
17486,91,28,California,Tannat
17487,83,10,California,Sauvignon Blanc
17488,83,,California,Red Blend
17489,82,16,Washington,Sauvignon Blanc
17490,82,10,California,Pinot Noir
17491,82,31,California,Syrah
17492,82,15,California,Pinot Noir
17493,88,35,California,Zinfandel
17494,88,25,California,Merlot
17495,88,24,Washington,Merlot
17496,88,30,Washington,Chardonnay
17497,88,20,Washington,Syrah
17498,88,15,Washington,Riesling
17499,88,15,Washington,Bordeaux-style Red Blend
17500,88,11,Washington,Riesling
17501,88,22,New York,Riesling
17502,88,39,New York,Riesling
17503,88,150,California,Cabernet Sauvignon
17504,88,28,California,Rhône-style Red Blend
17505,88,45,Washington,Cabernet Sauvignon
17506,88,13,Washington,Riesling
17507,88,24,Washington,Sangiovese
17508,88,34,New York,Riesling
17509,88,38,California,Cabernet Sauvignon
17510,88,35,Washington,Rhône-style Red Blend
17511,88,14,New York,Chardonnay
17512,88,60,California,Pinot Noir
17513,88,14,New York,Riesling
17514,89,45,California,Merlot-Cabernet Franc
17515,89,27,New York,Cabernet Franc
17516,89,27,California,Sauvignon Blanc
17517,89,13,Washington,Riesling
17518,89,35,Washington,Malbec
17519,89,50,California,Syrah
17520,89,40,California,Syrah
17521,89,25,Washington,Chardonnay
17522,89,17,California,White Blend
17523,89,15,America,White Blend
17524,89,14,Washington,Red Blend
17525,89,30,California,White Blend
17526,89,18,New York,Rosé
17527,89,35,New York,Sparkling Blend
17528,89,42,Washington,Syrah
17529,89,30,California,Sauvignon Blanc
17530,89,24,California,Tempranillo
17531,89,16,Washington,Riesling
17532,89,27,California,Grenache Blanc
17533,89,28,Washington,Dolcetto
17534,86,21,Oregon,Tempranillo
17535,86,14,California,Pinot Noir
17536,86,16,California,Sauvignon Blanc
17537,86,18,Washington,Chardonnay
17538,86,18,Washington,Rosé
17539,86,30,California,Sangiovese
17540,86,20,New York,Riesling
17541,86,10,New York,White Blend
17542,86,28,California,Syrah-Grenache
17543,86,40,Washington,Tempranillo
17544,86,13,California,Cabernet Sauvignon
17545,86,30,Oregon,Bordeaux-style Red Blend
17546,86,11,California,Pinot Grigio
17547,86,25,Oregon,Red Blend
17548,86,22,Virginia,Viognier
17549,86,15,Oregon,Müller-Thurgau
17550,86,16,California,Chardonnay
17551,86,28,Texas,Roussanne
17552,86,40,Oregon,Pinot Noir
17553,90,28,California,Sauvignon Blanc
17554,90,49,California,Red Blend
17555,90,85,California,Pinot Noir
17556,90,30,California,Chardonnay
17557,90,50,California,Chardonnay
17558,90,85,California,Cabernet Sauvignon
17559,90,65,Washington,Syrah
17560,90,37,California,Chardonnay
17561,90,18,California,Chardonnay
17562,90,30,New York,Riesling
17563,90,24,California,Riesling
17564,90,25,California,Pinot Noir
17565,90,18,California,Vermentino
17566,84,25,California,Syrah
17567,84,18,New York,Pinot Blanc
17568,84,20,California,Zinfandel
17569,83,20,New York,Baco Noir
17570,83,9,California,Cabernet Sauvignon
17571,83,14,New York,Seyval Blanc
17572,83,13,California,Pinot Gris
17573,83,8,California,White Blend
17574,93,30,Oregon,Viognier
17575,93,80,Oregon,Pinot Noir
17576,93,100,California,Cabernet Sauvignon
17577,93,75,California,Pinot Noir
17578,93,58,Oregon,Pinot Noir
17579,93,52,Oregon,Pinot Noir
17580,93,75,California,Bordeaux-style Red Blend
17581,93,75,California,Pinot Noir
17582,93,65,California,Pinot Noir
17583,93,65,Oregon,Pinot Noir
17584,93,80,Oregon,Cabernet Franc-Merlot
17585,93,50,California,Zinfandel
17586,93,60,California,Pinot Noir
17587,93,75,California,Bordeaux-style Red Blend
17588,93,35,Oregon,Cabernet Sauvignon
17589,93,82,California,Pinot Noir
17590,92,60,Oregon,Pinot Noir
17591,88,17,Washington,Merlot
17592,88,38,Washington,Petit Verdot
17593,88,30,Washington,Merlot
17594,88,30,Virginia,Chardonnay
17595,88,40,Washington,Syrah
17596,88,50,Washington,Merlot
17597,88,20,New York,Pinot Gris
17598,88,35,California,Chardonnay
17599,88,59,California,Pinot Noir
17600,88,22,Virginia,Chardonnay
17601,88,36,Washington,Sangiovese
17602,88,52,California,Pinot Noir
17603,88,16,Oregon,Pinot Noir
17604,88,179,California,Cabernet Sauvignon
17605,88,25,California,Pinot Noir
17606,88,35,California,Chardonnay
17607,88,28,California,Syrah
17608,90,35,California,Rosé
17609,90,20,California,Gewürztraminer
17610,90,55,Oregon,Pinot Noir
17611,89,14,California,Merlot
17612,89,70,California,Pinot Noir
17613,89,30,California,Sauvignon Blanc
17614,89,20,Oregon,Pinot Gris
17615,89,54,California,Pinot Noir
17616,89,20,Oregon,Riesling
17617,89,27,California,Tempranillo
17618,89,48,Oregon,Pinot Noir
17619,89,30,California,Zinfandel
17620,89,45,California,Tempranillo
17621,89,40,New York,Cabernet Franc
17622,89,34,California,Roussanne
17623,89,50,California,Chardonnay
17624,89,24,New York,Meritage
17625,85,25,America,Merlot
17626,85,28,New York,Sauvignon Blanc
17627,85,20,California,Chardonnay
17628,85,30,California,Cabernet Sauvignon
17629,85,20,California,Muscat Blanc
17630,85,20,California,Sauvignon Blanc
17631,85,22,Virginia,Petit Verdot
17632,85,22,California,Pinot Noir
17633,85,20,Idaho,Riesling
17634,85,14,Idaho,Petite Sirah
17635,85,30,Oregon,Tempranillo
17636,85,22,California,Sparkling Blend
17637,85,14,Virginia,Traminette
17638,85,22,California,Cabernet Sauvignon
17639,90,66,California,Pinot Noir
17640,90,17,Washington,Cabernet Sauvignon
17641,90,25,Washington,Malbec
17642,90,70,California,Tempranillo
17643,90,29,California,Zinfandel
17644,90,24,Washington,Syrah
17645,90,35,Washington,Mourvèdre
17646,90,56,Washington,Syrah
17647,90,28,Washington,Red Blend
17648,90,27,Washington,Bordeaux-style Red Blend
17649,90,25,California,Pinot Noir
17650,90,45,California,Chardonnay
17651,90,18,California,Rosé
17652,84,30,California,Rhône-style Red Blend
17653,84,17,New York,Cabernet Franc
17654,84,20,Connecticut,Cabernet Franc
17655,84,30,California,Petit Verdot
17656,84,24,New York,Cabernet Franc
17657,84,10,California,Shiraz
17658,84,20,New Mexico,Tempranillo
17659,84,30,California,Cabernet Sauvignon
17660,84,28,California,Port
17661,84,40,California,Zinfandel
17662,84,20,California,Petite Sirah
17663,84,24,New York,Merlot
17664,86,20,California,Cabernet Sauvignon
17665,86,20,California,Syrah
17666,86,24,California,Roussanne
17667,86,16,California,Sauvignon Blanc
17668,86,38,California,Merlot
17669,86,24,Oregon,Chardonnay
17670,86,24,Oregon,Pinot Noir
17671,86,10,California,Pinot Grigio
17672,86,11,California,Pinot Noir
17673,86,18,California,Rhône-style Red Blend
17674,86,26,California,Sauvignon Blanc
17675,89,12,Washington,Chardonnay
17676,89,45,California,Red Blend
17677,89,18,Idaho,Red Blend
17678,89,30,Washington,Petit Verdot
17679,89,34,Washington,G-S-M
17680,89,39,Washington,Red Blend
17681,89,20,New York,Muskat Ottonel
17682,89,21,California,Sauvignon Blanc
17683,89,12,Washington,Riesling
17684,89,34,Washington,Merlot
17685,89,46,California,Petite Sirah
17686,87,12,California,Zinfandel
17687,87,35,California,Marsanne-Roussanne
17688,87,39,New York,Riesling
17689,86,24,California,Cabernet Sauvignon
17690,87,28,California,Zinfandel
17691,87,24,California,Albariño
17692,87,49,California,Syrah
17693,87,17,California,Cabernet Sauvignon
17694,87,21,New York,Lemberger
17695,87,20,California,Chardonnay
17696,87,14,Washington,Merlot
17697,87,22,New York,Red Blend
17698,87,33,California,Cabernet Sauvignon
17699,87,23,California,Red Blend
17700,87,45,New York,White Blend
17701,84,12,California,Chardonnay
17702,84,14,Oregon,Riesling
17703,84,19,New York,Riesling
17704,84,8,California,Cabernet Sauvignon
17705,84,25,New York,Pinot Noir
17706,84,12,Ohio,Riesling
17707,84,26,California,Chardonnay
17708,83,45,California,Shiraz
17709,83,15,California,Chardonnay
17710,83,12,California,Chardonnay
17711,83,18,California,Merlot
17712,83,18,California,Meritage
17713,83,23,Oregon,Pinot Noir
17714,83,35,Oregon,Pinot Noir
17715,83,8,California,Viognier
17716,83,7,California,Syrah
17717,83,8,California,Chardonnay
17718,83,15,California,Merlot
17719,83,9,California,Cabernet Sauvignon
17720,83,25,New York,Riesling
17721,92,50,California,Bordeaux-style Red Blend
17722,92,48,California,Rhône-style Red Blend
17723,92,24,California,Viognier
17724,92,48,California,Chardonnay
17725,92,35,California,Rhône-style White Blend
17726,92,65,California,Bordeaux-style Red Blend
17727,92,35,California,Merlot
17728,92,50,California,Pinot Noir
17729,92,35,California,Chardonnay
17730,92,44,Washington,Syrah
17731,92,55,California,Pinot Noir
17732,92,28,Washington,Bordeaux-style Red Blend
17733,92,,Washington,Merlot
17734,92,28,Washington,White Blend
17735,92,40,Washington,Syrah
17736,91,40,Oregon,Chardonnay
17737,91,29,California,Riesling
17738,91,55,Oregon,Pinot Noir
17739,91,17,Oregon,Pinot Gris
17740,91,48,Oregon,Pinot Noir
17741,91,39,California,Chardonnay
17742,91,38,Oregon,Syrah
17743,91,20,Oregon,Pinot Gris
17744,91,40,California,Pinot Noir
17745,83,25,New York,Albariño
17746,83,8,California,Merlot
17747,82,15,New York,White Blend
17748,82,14,Idaho,Red Blend
17749,82,34,California,Cabernet Sauvignon
17750,82,8,California,Merlot
17751,82,15,California,Cabernet Sauvignon
17752,82,10,California,Red Blend
17753,82,62,California,Red Blend
17754,82,15,California,Verdelho
17755,82,28,California,Pinot Blanc
17756,82,10,California,Merlot
17757,82,11,California,Zinfandel
17758,82,8,California,Cabernet Sauvignon
17759,82,25,New York,White Blend
17760,82,11,California,Petite Sirah
17761,81,35,California,Petite Sirah
17762,81,10,California,Petite Sirah
17763,81,32,California,Cabernet Sauvignon
17764,81,32,California,Meritage
17765,81,28,California,Pinot Noir
17766,90,28,California,Red Blend
17767,90,25,Washington,Merlot
17768,90,30,Washington,Cabernet Sauvignon
17769,90,15,Washington,Rosé
17770,90,27,California,Chardonnay
17771,90,44,California,Pinot Noir
17772,90,60,California,Cabernet Sauvignon
17773,90,32,Washington,Red Blend
17774,90,18,Washington,Rosé
17775,90,35,New York,Merlot
17776,90,24,New York,Rosé
17777,90,32,California,Sauvignon Blanc
17778,90,60,California,Chardonnay
17779,90,16,California,Verdelho
17780,90,30,California,Barbera
17781,89,18,California,Viognier
17782,89,30,California,Syrah
17783,89,25,Oregon,Riesling
17784,89,62,California,Pinot Noir
17785,89,18,Oregon,Viognier
17786,89,45,California,Pinot Noir
17787,89,16,Oregon,Pinot Gris
17788,89,26,California,Red Blend
17789,89,25,California,Chardonnay
17790,87,38,Arizona,Rhône-style Red Blend
17791,87,26,Virginia,Viognier
17792,87,30,Colorado,Syrah
17793,87,44,Oregon,Pinot Noir
17794,87,28,Oregon,Pinot Noir
17795,87,20,Oregon,Pinot Noir
17796,87,60,Oregon,Pinot Noir
17797,87,20,California,Petite Sirah
17798,87,25,California,Tempranillo
17799,87,20,Oregon,Chardonnay
17800,87,25,California,Rosé
17801,87,15,California,Muscat Canelli
17802,89,48,Oregon,Pinot Noir
17803,89,17,Oregon,Pinot Gris
17804,89,39,California,Merlot
17805,89,19,California,Muscat Blanc
17806,89,22,Oregon,Pinot Auxerrois
17807,89,30,California,Pinot Noir
17808,89,30,Oregon,Chardonnay
17809,89,22,California,Zinfandel
17810,89,19,California,Cabernet Sauvignon
17811,89,45,Oregon,Pinot Noir
17812,81,16,California,Chardonnay
17813,81,12,California,Chardonnay
17814,81,10,California,Rosé
17815,81,8,California,Chardonnay
17816,80,13,California,Zinfandel
17817,80,8,California,Petite Sirah
17818,97,70,California,Pinot Noir
17819,88,16,California,Meritage
17820,88,55,Washington,Bordeaux-style Red Blend
17821,88,55,California,Pinot Noir
17822,88,22,California,Chardonnay
17823,88,40,California,Pinot Noir
17824,87,65,California,Cabernet Sauvignon
17825,87,54,California,Syrah
17826,87,13,California,Merlot
17827,87,18,California,Pinot Gris
17828,87,60,California,Cabernet Sauvignon
17829,87,49,California,Pinot Noir
17830,87,28,Oregon,Merlot
17831,87,52,California,Merlot
17832,87,7,California,Chardonnay
17833,87,35,California,Cabernet Sauvignon
17834,87,22,Oregon,Merlot
17835,87,13,California,Cabernet Sauvignon
17836,87,13,California,Sauvignon Blanc
17837,93,37,California,Meritage
17838,93,80,Oregon,Pinot Noir
17839,93,29,Oregon,Chardonnay
17840,93,125,California,Cabernet Sauvignon
17841,93,75,California,Cabernet Sauvignon
17842,93,60,California,Pinot Noir
17843,93,48,Oregon,Pinot Noir
17844,93,35,Oregon,Pinot Noir
17845,93,55,California,Red Blend
17846,93,59,California,Syrah
17847,93,55,Oregon,Pinot Noir
17848,93,50,Oregon,Pinot Noir
17849,93,35,California,Pinot Noir
17850,93,55,California,Pinot Noir
17851,93,40,California,Malbec
17852,93,29,Oregon,Chardonnay
17853,93,45,California,Zinfandel
17854,88,25,California,Cabernet Sauvignon
17855,88,38,California,Merlot
17856,88,35,California,Meritage
17857,88,18,California,Chardonnay
17858,88,45,Oregon,Pinot Noir
17859,88,30,California,Zinfandel
17860,88,60,California,Pinot Noir
17861,87,28,Oregon,Pinot Noir
17862,87,25,Oregon,Cabernet Franc
17863,87,35,California,Cabernet Sauvignon
17864,87,29,Michigan,Pinot Noir
17865,87,30,Oregon,Pinot Noir
17866,87,35,California,Pinot Noir
17867,87,35,California,Cabernet Sauvignon
17868,87,25,Michigan,Red Blend
17869,90,9,California,Chardonnay
17870,90,45,California,Zinfandel
17871,90,28,Washington,Syrah
17872,90,22,Washington,Viognier
17873,90,26,Washington,Syrah
17874,90,55,California,Rhône-style Red Blend
17875,89,22,Washington,Red Blend
17876,89,46,California,Cabernet Sauvignon
17877,85,13,California,Sparkling Blend
17878,85,16,California,Zinfandel
17879,85,28,California,Bordeaux-style Red Blend
17880,85,22,Virginia,Cabernet Franc
17881,85,70,California,Cabernet Sauvignon
17882,85,14,California,Zinfandel
17883,84,26,New York,Pinot Noir
17884,86,28,California,Syrah
17885,86,39,California,Cabernet Sauvignon
17886,86,18,California,Vermentino
17887,86,16,New York,Cabernet Franc
17888,86,18,California,Rhône-style Red Blend
17889,86,24,New York,Cabernet Sauvignon
17890,86,45,Oregon,Pinot Noir
17891,86,20,California,Sangiovese
17892,87,26,California,Zinfandel
17893,87,24,California,Chardonnay
17894,87,50,California,Chardonnay
17895,87,26,California,Syrah
17896,87,60,California,Grenache
17897,87,25,California,Chardonnay
17898,87,125,California,Bordeaux-style Red Blend
17899,87,28,California,Petite Sirah
17900,87,30,California,Pinot Noir
17901,87,40,California,Pinot Noir
17902,93,55,California,Pinot Noir
17903,93,45,Washington,Syrah
17904,93,66,California,Cabernet Sauvignon
17905,93,52,California,Pinot Noir
17906,93,18,California,Sauvignon Blanc
17907,93,45,California,Pinot Noir
17908,93,45,Washington,Mourvèdre
17909,90,28,Oregon,Chardonnay
17910,90,30,Oregon,Pinot Noir
17911,90,95,California,Cabernet Sauvignon
17912,90,40,California,Red Blend
